Title	Status	Link	Description	Assignees	Labels
Logical Views: Users can define and reuse named query definitions	Open	https://github.com/elastic/roadmap/issues/48	"**Value Proposition**

Data teams frequently struggle with long and complex queries that are difficult to maintain, share, and reuse. This complexity leads to inconsistencies, errors, and wasted time, creating a roadblock to valuable insights. Critical logic for dashboards, reports, and interactive analyses often gets buried in lengthy queries, making them challenging to maintain, share, and ad..."		
Top metrics/ first and last aggs in ES|QL	Open	https://github.com/elastic/roadmap/issues/47	"**Value Proposition**

ES|QL lacks First/Last aggregation functions that are commonly used in observability and security use-cases in order to emit the first/last observed metric value within a time window. This is most commonly based on a timestamp ordering but it can also be useful to get the first document based on another criteria, such as a numerical size/salary/length/distance etc.

**Exp..."		
Random sampling in ES|QL to balance speed and accuracy	Closed	https://github.com/elastic/roadmap/issues/46	"**Value Proposition**

Sometimes you want to aggregate a large dataset quickly but you don't need a 100% accurate result. If you're willing to tradeoff speed for accuracy, sampling can be used to reduce the volume of data that needs to be processed, while still providing usable results.

**Expected outcomes**

Accelerated query performance by reducing data volume in aggregations and visualizati..."		
ES|QL queries can return partial results when they encounter issues	Closed	https://github.com/elastic/roadmap/issues/45	"**Value Proposition**

Distributed systems must be resilient to real world operational issues. A shard or node might be unavailable during a query, or one remote cluster times out while the others return results quickly. Most users we've talked to prefer to receive partial results, clearly indicated, rather than a failed search or query.

**Expected outcomes**

Introduce a new allow_partial_res..."		
Advanced AI Inference in ES|QL: Reranking, Text Generation, and Embeddings	Closed	https://github.com/elastic/roadmap/issues/44	"**What the feature is**
Advanced AI Inference in ES|QL: RERANK Command, COMPLETION Command, and TEXT_EMBEDDING Function.

**Value proposition**
Users creating search and generative AI applications often struggle to fully integrate machine learning inference into their data and query pipelines. This typically requires separate tools or complex setup to use advanced models for tasks like re-order..."		
Analyze nanosecond precision log data with ES|QL	Closed	https://github.com/elastic/roadmap/issues/43	"**Value Proposition**

Date nanoseconds is the default timestamp format for OTel. 8.18 made date nanos field type support GA in ES|QL. But if a query's data contained both date nanos and regular date types in the same field, the query would fail or return null. This would be expected for a data stream that has transitioned its timestamp from date to date nanos, and could break existing dashboar..."		
Strong identity verification for remote clusters	Closed	https://github.com/elastic/roadmap/issues/42	"**What the feature is and who it’s for**
When configuring a remote cluster for CCS/CCR operations, cross-cluster API keys are created on the cluster that owns the data, and then they are deployed to the cluster that performs the remote query.
These keys can be leaked during the initial transfer or exposed in misconfigured logs. Attackers can leverage a leaked cross-cluster API key to get unauth..."		
Information about slow ES|QL queries is available in ES logs	Closed	https://github.com/elastic/roadmap/issues/41	"**Value Proposition**

Admins need to be able to identify slower queries so they can look for ways to optimise them. They might also need to log queries as an audit trail for policy and compliance reasons. For these reasons we need to be able to log ES|QL queries to a file.

**Expected Outcome**

For historical observability of query performance, users can enable query logs to capture ES|QL que..."		
Encryption at rest with customer-managed keys in existing Elastic Cloud deployments	Open	https://github.com/elastic/roadmap/issues/40	**What the feature is and who it's for:**. This feature is an essential security and compliance measure. Administrators can configure their existing Elastic Cloud Hosted deployments to use their encryption keys from AWS KMS, Azure Key Vault or Google KMS to encrypt their data and snapshots at rest and do so without downtime. Previously, encryption at rest was only supported for new deployments,...		
Elastic Cloud user membership in multiple Elastic Cloud organizations	Open	https://github.com/elastic/roadmap/issues/39	"**What the feature is and who is it for**
All Elastic Cloud users can belong to multiple Elastic Cloud organizations and seamlessly switch between them. Previously, each user could only belong to one organization and had to leave their current organization to join a different one.

**Value proposition**
This enhancement enables every user to be part of multiple organizations with their unique e..."		
Cross-region AWS PrivateLink support in Elastic Cloud Hosted	Closed	https://github.com/elastic/roadmap/issues/38	"**What the feature is and who it's for:**. Administrators can configure private connections with AWS PrivateLink, aka VPC endpoints or VPCEs, in their workloads' regions and apply them to Elastic Cloud Hosted deployments running in different regions. Previously, the VPCEs had to be configured in the same region as the deployment the customer wanted to connect to via PrivateLink. 

**Value propo..."		
Audit trail for your Elastic Cloud organization	Open	https://github.com/elastic/roadmap/issues/37	"**What the feature is and who is it for**
This feature introduces organization-wide audit logging that can be easily enabled directly from the Elastic Cloud Console UI. It’s designed for Elastic Cloud administrators and security teams who need full visibility into activity across their organization — whether through the Web UI or API — to strengthen governance, compliance, and operational overs..."		
Marketplace Reseller Support: Azure	Open	https://github.com/elastic/roadmap/issues/36	**What the feature is and who it's for:** This feature enables Elastic Cloud customers to purchase Elastic Cloud subscriptions directly through their authorized channel partners (resellers) within the Azure marketplace. This is designed for organizations that prefer to procure their cloud services and software through a specific, designated partner on Azure marketplace. Customers will receive a...		
Cost forecasting and analysis in Elastic Cloud	Open	https://github.com/elastic/roadmap/issues/35	**What the feature is and who it's for:** This feature introduces two key cost management tools for all Elastic Cloud customers. The first provides a dynamic, projected end-of-month cost, helping to remove billing surprises due to unpredictable usage of Elastic Cloud resources. The second is the ability to view this forecast alongside your existing month-to-date usage on the usage page, providi...		
New Elastic Cloud homepage surfacing key resources and intuitive navigations	Open	https://github.com/elastic/roadmap/issues/34	**What the feature is and who it's for:** This feature is a redesign of the Elastic Cloud homepage to create a more intuitive and organized central hub. This new experience is for all Elastic Cloud users, from those just starting a trial to experienced customers. It will introduce a clean user experience that organizes key information into helpful widgets, unifies all your resources (both Serve...		
Proactive budget alerts for Elastic Cloud Serverless and Hosted usage and costs	Open	https://github.com/elastic/roadmap/issues/33	**What the feature is and who it's for:** This new feature introduces Elastic Cloud cost alert management, which includes configurable budget alerts and automated usage summary emails.  It is designed for Elastic Cloud admins or users who need to monitor, predict, and control their organization's Elastic Cloud expenditures. Users can set granular monthly budget thresholds in Elastic Consumption...		
Marketplace Reseller Support: AWS and GCP	Closed	https://github.com/elastic/roadmap/issues/32	**What the feature is and who it's for:** This feature enables Elastic Cloud customers to purchase Elastic Cloud subscriptions directly through their authorized channel partners (resellers) within the AWS and GCP marketplaces. This is designed for organizations that prefer to procure their cloud services and software through a specific, designated partner on AWS and GCP marketplaces. Customers ...		
Elastic Cloud free trials on GCP and Azure marketplaces	Closed	https://github.com/elastic/roadmap/issues/31	**What the feature is and who it's for:** This feature introduces a free trial experience for Elastic Cloud directly within the Google Cloud (GCP) and Microsoft Azure marketplaces. This update brings the same trial capability, already present in the AWS marketplace, to the other major cloud providers. It is designed for new customers who use GCP or Azure and want to evaluate our serverless or h...		
IPv6 support for Elastic Cloud Hosted in GovCloud Moderate	Closed	https://github.com/elastic/roadmap/issues/30	"**What the feature is and who it’s for**
IPv6 dual-stack (IPv4/IPv6) support for ingress and egress traffic in Elastic Cloud Hosted within the FedRAMP Moderate environment. This is designed for U.S. Federal Government agencies and customers operating in IPv6-enabled or compliance-driven environments.

**Value proposition**
Enables government customers and agencies to meet IPv6 mandates ([OMB M-..."		
Adding 4 Serverless Regions	Open	https://github.com/elastic/roadmap/issues/29	"**What the feature is and who it’s for**
We will be adding 4 more Serverless regions for customers to create Serverless projects to a region closer to them. 

**Value proposition**
With Elastic Cloud Serverless, customers can now deploy closer to your users and data — reducing latency, supporting data residency and compliance requirements, and simplifying multicloud operations. Whether you're b..."		
Adding Serverless regions: 4 GCP	Closed	https://github.com/elastic/roadmap/issues/28	"**What the feature is and who it’s for**
We will be adding 4 more Serverless regions for customers to create Serverless projects to a region closer to them. 

**Value proposition**
With Elastic Cloud Serverless, customers can now deploy closer to your users and data — reducing latency, supporting data residency and compliance requirements, and simplifying multicloud operations. Whether you're b..."		
Proofpoint Essentials Integration	Closed	https://github.com/elastic/roadmap/issues/27	"**What the feature is**: Proofpoint Essentials SIEM Integration

**Value proposition**: Extends Proofpoint integration support to Essentials customers by ingesting threat data from the new Essentials Threat API, enabling SMB and mid-market organizations to gain the same email security visibility that Enterprise TAP customers currently have.

**Expected outcome**: Threat data from Proofpoint Ess..."		
Axonius Integration	Open	https://github.com/elastic/roadmap/issues/26	"**What the feature is**: Axonius Cyber Asset Management Integration

**Value proposition**: Syncs asset intelligence from Axonius into Elastic, providing unified visibility across devices, identities, applications, SaaS, and exposures spanning hybrid cloud, on-prem, and OT environments - enabling advanced threat hunting, asset inventory management, and security gap analysis with pre-normalized ..."		
Forescout Integration	Open	https://github.com/elastic/roadmap/issues/25	"**What the feature is**: Forescout Comply-to-Connect integration for device visibility and network access control.

**Value proposition**: Provides continuous, agentless visibility into all network-connected devices (IT, IoT, OT) with real-time device properties, compliance status, and security posture - enabling correlation of asset context with security events for comprehensive threat detecti..."		
macOS Unified Logs Integration	Closed	https://github.com/elastic/roadmap/issues/24	"**What the feature is**: Native macOS Security Events Integration

**Value proposition**: Provides security teams with filtered, actionable macOS telemetry focused exclusively on security-relevant events (authentication, privilege escalation, process execution, file changes, network activity) without the overwhelming volume of operational noise generated by the full unified logging system.

**E..."		
Update public-roadmap---item-template.md	Closed	https://github.com/elastic/roadmap/pull/23			
Metrics exploration in Discover	Open	https://github.com/elastic/roadmap/issues/22	"**What the feature is and who it’s for**
A visual, grid-based UI inside Discover for interactive metrics exploration, designed for developers, SREs, and DevOps engineers, which provides a chart-based view for metrics as opposed to the document-focused view for logs.

**Value proposition**
Users get a native metrics exploration tool within the familiar Discover interface. This reduces the need t..."		
Introduce Elastic Observability Logs Essentials for Cost-Effective Serverless Log Analytics	Closed	https://github.com/elastic/roadmap/issues/21	"**Value proposition**
Elastic Observability Logs Essentials provides a powerful, yet cost-effective and operationally simple solution optimized for logs-only use cases.

This feature offers:

_Superior Cost Efficiency & Predictability:_ This tier is the lowest cost of entry point to Elastic Serverless Observability.  Users are billed based solely on consumption (ingest and retention), eliminati..."		
Elastic Inference Service - Adding additional AWS regions for LLM access	Closed	https://github.com/elastic/roadmap/issues/19	"**Provisional - do not publish**

The managed Elastic LLM is now available through more AWS regions! 

+ AWS: EMEA (eu-west-1)

+ AWS: APJ (ap-southeast-1)"		
Elastic Inference Service - Adding regions: 2 AWS, 2 GCP	Open	https://github.com/elastic/roadmap/issues/18	"Jina's embedding models & ELSER are now available on new regions! 

+ AWS: EMEA (eu-west-1)

+ AWS: APJ (ap-southeast-1)

+ GCP: EMEA (europe-west1)

+ GCP: APJ (asia-south1)"		
Elastic Inference Service - now adding GCP	Open	https://github.com/elastic/roadmap/issues/17	Elastic Inference Service is available now on GCP US (us-central1) !		
Decoupled search and ingest workloads for Elastic Cloud hosted and self-managed Elasticsearch	Closed	https://github.com/elastic/roadmap/issues/16	"**What the feature is and who it’s for**
Elastic Cloud hosted and self managed Elasticsearch users gain the benefits of a new architecture to decouple search and ingest workloads. 

**Value proposition**
Customers no longer have to scale for the peak search or ingest workloads, but can easily decouple this for more efficient self-managed scaling in response to the characteristics of their inges..."		
Semantic search - on any deployment type	Closed	https://github.com/elastic/roadmap/issues/15	Semantic search whether through ES|QL or query DSL is now supported across self-hosted, Elastic Cloud Hosted and Elastic Cloud Serverless.		
Secure by default, introducing Guardrails support in the Elastic Inference Service	Closed	https://github.com/elastic/roadmap/issues/13	"**What the feature is and who it’s for**

**Value proposition**

**Expected outcome / behaviors**

**Optional: Key user stories / use cases**"		
Multimodal search - powered by Jina	Open	https://github.com/elastic/roadmap/issues/12	Multimodal search - powered by https://jina.ai/models/jina-embeddings-v4/ and hosted on the Elastic Inference Service.		
Semantic reranking - even higher accuracy with Jina reranking	Open	https://github.com/elastic/roadmap/issues/11	"Boost the accuracy of your context with multilingual and multimodal semantic reranking in Elasticsearch. 

**Value proposition**
Jina's `jina-reranker-m0` model is now available on the Elastic Inference Service, accessible to customers directly through the inference API, but unlocked with ES|QL's [rerank](https://www.elastic.co/docs/reference/query-languages/esql/commands/rerank) command or the..."		
Semantic search with Jina multilingual embeddings	Open	https://github.com/elastic/roadmap/issues/10	"The simplicity of Elasticsearch semantic search, but newly powered up with JinaAI multilingual embeddings, available through the Elastic Inference Service. 

**Value proposition**
jina-embedding-v3, now available on the Elastic Inference Service. Accessible as the default semantic search model. Specify data type of semantic_text on incoming data to use or through the preconfigured /_inference A..."		
Announcing Workflows in Elasticsearch - placeholder	Open	https://github.com/elastic/roadmap/issues/9	"**What the feature is and who it’s for**

**Value proposition**

**Expected outcome / behaviors**

**Optional: Key user stories / use cases**"		
Fully managed Elasticsearch - everywhere all at once with Cross Project Search	Open	https://github.com/elastic/roadmap/issues/7	"**Elasticsearch serverless projects now support cross project search** 

Deploy multiple Elasticsearch projects in Elastic Cloud, query all with the simplicity of one API endpoint. 

**Related**
- https://github.com/elastic/enhancements/issues/26146"		
Improve context management of AI Agents using Elastic Agent Builder	Open	https://github.com/elastic/roadmap/issues/6	"Elastic Agent Builder provides a complete set of capabilities to develop secure, reliable, context-driven AI agents. 

Agent Builder is introducing new capabilities for:
- Context Management
   - Improve tool selection with the introduction of skills 
   - Reduce token consumption with improved in session memory store 
- Tools
  - Integration with [workflows](https://github.com/elastic/roadmap/..."		
DiskBBQ, a new default for vector search in Elasticsearch	Open	https://github.com/elastic/roadmap/issues/4	"**DiskBBQ is now generally available and on by default for Elasticsearch vector workloads**



*Related announcements* 
- https://www.elastic.co/search-labs/blog/diskbbq-elasticsearch-introduction, first introduced in 9.2 as a technical preview 

*Related PRs* 
- https://github.com/elastic/vector-db-program/issues/43"		
Adding Serverless regions: 3 Azure, 3 GCP and 2 AWS regions	Closed	https://github.com/elastic/roadmap/issues/2	"**What the feature is and who it’s for**
We will be adding 8 more Serverless regions for customers to create Serverless projects to a region closer to them. 

**Value proposition**
With Elastic Cloud Serverless, customers can now deploy closer to your users and data — reducing latency, supporting data residency and compliance requirements, and simplifying multicloud operations. Whether you're b..."		
AutoOps for Self Managed Clusters (Cloud Connected)	Closed	https://github.com/elastic/roadmap/issues/1	"**What the feature is and who it’s for**
AutoOps for self-managed clusters brings the same real-time diagnostics, performance tuning, and issue detection capabilities available in Elastic Cloud to customers running Elasticsearch on their own infrastructure. It helps enterprise administrators, DevOps, and SRE teams simplify cluster management, improve performance, and reduce hardware costs witho..."		
